user_name,tweets
kashifkhaira,بلکل صحیح کہا. یہ جان کے ایسی باتیں بھونک رہے ہیں تاکہ فوج مارشل لاء لگائے اور کیسز جو سپریم کورٹ میں موجود ہے وہ سب ختم ہوجائے گے.
Umar Farooq,"السلام علیکم

ہمیں چاہیے ایسے محب وطن سوشل میڈیا ٹرینڈر جو بھرپور انداز میں

پاکستان کا دفاع کر سکیں
پاک فوج کے شانہ بشانہ کھڑے ہو سکیں
عمران خان کے مخالفوں کو جواب دے سکیں

اگر آپ ہماری ٹیم #جذبۂ_پاکستان کا حصہ بننا چاہتے ہیں تو کمنٹ میں YES لکھیں.  
@pakarmy194"
Aizaz ur Rehman,بس کر دو کیوں اپنے گند میں زبردستی پاک فوج کو گھسیڑتے ہو۔۔۔۔
Khalid Majeed,محب وطن شہری اپنے ہی وطن اور فوج پر نہں بھونکت
عوام,"فوج کی ناجائز اور ناپاک اولادوں! گورایا پہ بھونکنے سے پہلے پاکستان میں صرف ایک سچ بول کہ دیکھو۔ چاہے وہ مولوی کہ خلاف ہو، احمدی کہ حق میں ہو، بلوچ اور پختونوں کہ حق میں ہو۰

فوج تو بہت دُور کی بات ہے بیٹا۰ بھڑوا گیری آسان ہے جو تُم لوگ کرتے ہو"
FOJI,"Quote Tweet
Hisban Memon
@hisbanspeaks
 · Oct 31
#وطن_یا_شریف_خاندان NO ONE CAN MATCH THE COURAGE DETERMINATION AND STRENGTH OF THESE PEOPLE.THEY ARE OUR TRUE HEROES. NO ONE CAN DEMAN THEM HEAR IT LOUD AND CLEAR @pmln_org @MaryamNSharif and @NawazSharifMNS"
Horace,چوہان صاحب یہ ناکام اور چول سا انسان جسے انڈیا جیسی تھرڈ رینک فوج نے بھی نکال دیا تھا اس کو فضول پبلسٹی مت دو اگر بات کرنی ہو تو کسی برابر والے سے کیا کریں
Pakistani24news,"نائن الیون کے بعد ہمیں اپنی فوج کو جنگ میں نہیں جھونکنا چاہیے تھا،وزیراعظم عمران خان کا انٹرویو میں...
اسلام آباد (این این آئی)وزیراعظم عمران خان نے کہا ہے کہ امریکہ، پاکستان کے ساتھ بھارت کی طرح برابری کا سلوک کرے، مسئلہ کشمیر خطے کا اہم مسئلہ ہے جو کبھی بھی بھڑک سکتا ہے،نائن الیون کے بعد ہمیں اپ…
pakistani24news.com"
raja bahram Khan,یہ بھی غدار ہے جو کہتا ہے کہ فوج نیب کے کیس ٹھنڈے کروا سکتی ہے  اپوزیشن اسلئے انکے قریب آ رہی ہے  اس پہ کوئ نہیں بولتا کہ  یہ ایسا کیوں کہتا ہے
anees,"تب یہ غدار کیو نہیں بونکا
اب اسکی دم پر کس نے پاؤ مارا ہے
پاک فوج زندہ باد
ایاز صادق غدار مردا باد"
haidershah9999@gmail.com,"Quote Tweet
محترم وقاص امجد
@waqas_amjaad
 · Oct 31
ایسے شخص کو اپکی زبان میں کیا کہتے ہیں؟؟؟"
PDM Pakistan zindabad,"انج تے فیر انج سی سہی 
پاک فوج زندہ باد عمران نیازی تے لکھ دی لعنت 
عاصم باجوہ مردہ باد تے چور
تے پی ٹی آئی ترا در فٹے منہ 
کیوں جی ٹھیک اے"
wali khan Sherani,"وزیر ریلوے دھمکیاں دیتا رہا دہشت گردی ہو سکتی ہے اور پھر ہو گئی
اب وزیر داخلہ اعجاز شاہ طالبان کا حوالہ دے کر  دھمکیاں دے رہا ہے 
یہ ملک میں چل کیا رہا ہے
کیا طالبان پاکستانی فوج کے اتحادی ہیں؟
مطلب اے این پی کے شہیدوں کی قاتل فوج ہے؟"
phawaz,ہم جیسی بے غیرت قوم اس سے زیادہ اور کر بھی کیا سکتے ہیں انڈیا کے سب چینل دن رات قوم اور فوج کے منہ پر توا پھیر   رہے ہیں اور تو اور فوج کو گالی دینے والا للکار کر کہہ رہا ہے کہ جو کہاں اس پر قائم ہو اور بھی راز ہیں میرے پاس
Musaddaq G-Mughal,"Quote Tweet
مہر توقیر عباس
@MTauqeer101
 · Oct 31
Replying to @shiblifaraz
یہ جب بنگلہ دیش فتح کر کہ وطن ویسے آئے تھے"
محمد طفیل خان کھیارہ,"ایک نعرہ لگانا چھاتا ہوں کتوں جلانا چھاتا ہوں
پاک فوج زندا باد"
"Raja Javed, Elect Eng. (Pakistan Civil Society)",جو پاکستانی فوج کے خلاف ھے غدار دلہ ھے، جو پاکستانی وردی میں سیاست کرنے والے فوجی کا ساتھ دے بڑا غدار بڑا دلہ بڑا حرامی ھے اور جو وردی والا سیاست کرے کنجر بھڑوا ہے، اب آگے چلو دیکھ لیں کون کس کا ساتھ دے رہا ھے، اور دیکھو کدی بنڈ وچ ڈانگ آئی اے
Just a Pakistani,"Quote Tweet
طاہر چوہدری
@chtahirfayyaz
 · Oct 31
غداری کا چورن اب نہیں بکے گا ۔ اب عوام باشعور ہے ۔ عوام کو معلوم ہے ""غدار کارڈ"" کے پیچھے کیا گھٹیا کھیل کھیلا جا رہا ہے ۔
یہ فلیکس علیم خان نے اپنے دونمبر کے پیسے سے لگوائیں جو کہ عوام نے پھاڑ دیں"
Bilal,انڈین طیارہ گرانا اور ابھینندن کو پکڑنا پاک فوج کا بہت بڑا کارنامہ ہے جس پر ہر پاکستانی فخر کرتا ہے باقی ایاز صادق جیسے میر صادق  ہزاروں پیدا ہوتے ہیں لیکن حسن صدیقی جیسا بیٹا ماں کبھی کبھی پیدا کرتی ہے ہمیں اپنی فوج پر فخر ہے
Captain Shaheen,فوج کے سب لاڈلے آجکل عوام سے چندے کی بجائے بھیک مانگنے کی ڈیوٹی پر ہیں۔
ChillyMilly,خان جتنا پاک فوج کے خلاف بھونکا ہے اتنا کوئ نہین بھونکا۔ خان سے بڑا غدار کوئ نہیں۔ 20 ہزار لوگ اور گیلی پتلانیں، خان نے ہی فرمایا تھا نا
Malik W. M. Aziz,پوری قوم آپ کے ساتھ ہے اس شخص نے یہ واضع طور پر بتایا ہے کہ طالبان اسے نہیں چھوڑتے جو فوج کے خلاف ہو مطلب اس طرح پاکستان کبھی بھی گرے لسٹ سے باہر نہیں آئے گا اپنے خون کا حساب مانگیں تو کس سے مانگیں آئی ایس پی آر ایک اور پریس کانفرنس کی ضرورت ہے
wali khan Sherani,"Quote Tweet
Mian Iftikhar Husain
@MianIftikharHus
 · Oct 31
ریاست وضاحت کرےاعجاز شاہ سچ بول رہاہے یا جھوٹ ؟
وہ دھمکی آمیز انداز میں بتا رہے ہیں کہ جب ANP نے طالبان کی مخالفت کی تو بلور فیملی کو ، (میاں افتخار ) یعنی میرے بیٹے کو مار دیا۔ یہ ری ایکشن تھا۔
دل خون کے آنسو رو رہا ہے۔"
Ahmad Waqass Goraya,"Quote Tweet
Azhar Ul Haq Naseem
@azharulhaq
 · Oct 31
Replying to @AWGoraya
گورایا کو سپورٹ کرنے والے اور اسکو لائک کرنے والے
اسی کے ساتھ اُٹھائے جائیں گے 
اپنی آخرت خراب کرنی ہے تو گورایا کی حمائت کرو  ۔ ۔۔"
Shoibi,حرام خور کتے کی طرح ہر وقت پاک،فوج اور،پاکستان ک اداروں  پے بھونکتے رہتے  ہو اب کہتے ہو منفی اثرات مرتب ہوں گے
Munanibrahim,"جب ٹانگیں سلامت ہوں تو 27 فروری پر فخر کیا جاتاھے اور جب کانپ رہی ہوں تو امریکی ایئر پورٹ پر شلوار اتاری جاتی ہے، بے شرموں
 
میری فوج میرا فخر"
Malik Musharraf Khan,"From 
Raza Butt"
SARFRAZ ASHRAF RANJHA ADVOCATE,"دلی کے بچے کہاں سے ہو تم حرام کی اولاد راستے کی پیدائش۔ تیری ایسی کی تیسی ماں کے کھسم۔ 
اگر جنرلز نہ ہوں تو فوج کو کمانڈ کون کرے گا؟ اور تیری ایسی تیسی کیلۓ تو ہم کافی ہیں۔
دلے  SHUT UP"
Saeed Baloch,چہرےکوچھوڑیں،نواز شریف کےریاست مخالف بیانیےسےفوج اورحکومت کو نقصان ہو نا ہولیکن عمران خان کواس کافائدہ ضرورہورہاہے،جوعوام مہنگائی سے تنگ تھی وہ فوج اور ملک مخالف بیانات کے بعد پھر عمران خان کے ساتھ ہو رہے ہیں، یہ قوم مہنگائی بھگت لے گی لیکن ریاست مخالف بیانیہ مسترد کردےگی۔
Malik Waheed,"جو  حلالی نہیں ہے وہ پاک فوج پہ  بھونکے گا۔
باقی دوسروں کے بس کی بات ہی نہیں۔
دو نمر خون ایسے ہی ہوتا ہے۔"
چوہدری,پاکستان تاقیامت انشاء اللہ قائم ودائم رہے گا پوری پاکستانی قوم اپنی فوج کے پیچھے کھڑی ہے اور ہمیں اپنی فوج پر فخر ہے پاک فوج زندہ باد پاکستان پائندہ باد
wali khan Sherani,"وزیر ریلوے دھمکیاں دیتا رہا دہشت گردی ہو سکتی ہے اور پھر ہو گئی
اب وزیر داخلہ اعجاز شاہ طالبان کا حوالہ دے کر  دھمکیاں دے رہا ہے 
یہ ملک میں چل کیا رہا ہے
کیا طالبان پاکستانی فوج کے اتحادی ہیں؟
مطلب اے این پی کے شہیدوں کی قاتل فوج ہے؟
#StopStateTerrorism"
عامر,چلیں آپ نواز شریف کو غلط کہہ لیں اور ماضی یقیناً صحیح بیان کیا آپ نے نواز کا، لیکن بیانیہ صحیح ہے یا غلط اس پر بھی روشنی ڈال دیں، یا آپ بھی یہی سمجھتے ہیں کہ فوج کا کردار جائز ہے ؟
Ameen Fareed,"جیسا بھی ہو اس نے اپنی فوج یا ریاست کے خلاف بات نہیں کی اس نے انہیں کی تشریف پہ لتر پھیرا ہے۔
تکلیف تو بنتی ہے ان کی۔"
Adeel khan,سیاسی اختلافات پارٹیوں کے درمیان ہونگے ۔فوج کے 70 جرنیل اپنی بادشاہت قائم کرنے اور اس ادارہ کو بطور ایک استثنائی  قوت کے طور پر قائم رکھنا چاھتے ہے لیکن کیا پشتون قوم اب اتنے بے غیرت بن گئے کہ اب ویشیہ عورتیں انکی سیادت کررہی ہے۔مجھے کچھ لوگوں کی عقل پر افسوس بھی ہے ۔۔
Amjad Ali Khattak,"تو  سب سے پہلے خان صاحب کی زبان کھینچتے ہیں۔۔
کیونکہ اس نے بھی کافی بکواس کیا ہے۔۔
اس لئے فوج کے ادارے کو مزید بدنام نہ کریں۔
اور نہ فوج کے ادارے کے پیچھے چھپنے کی کوشش کریں۔۔
آپ لوگوں کے سٹیج ڈرامے کے لڑائی میں عوام پیس رہے ہیں"
Urdu Presss,"نواز شریف، مریم نواز اور ایاز صادق سمیت کسی کو اجازت نہیں دینگے کہ وہ ملک و قوم یا پاک فوج کو بدنام...
Urdu Presss is the Official Urdu News Web Portal of Pakistan, International, Business, Showbiz, Sports, Health, Science & Technology.
urdupresss.com"
Dr M.irfan leghari,"فوج کا ظرف دیکھو ۔ 
میاں صاحب کتوں کی طرح جنرل باجوہ اور جنرل فیض کے خلاف بھونک رہے تھے فوج خاموش رہی ۔ 
مگر جب ایاز صادق کی طرف ملکی سلامتی کو مسخ کرنے کی کوشش کی گئی تو فوراً ادارے کا ردعمل آیا ۔ 

فوج شخصیات کے لیے نہیں وطن اور ملکی سلامتی کے لیے بولتی ہے
#خنزیر کی اولاد"
طاہر چوہدری,"From 
Raza Butt"
ghulam jailani,بہادر پشتون اب بھی اپنی فوج اور اپنی ایجنسی اور اپنے ملک پاکیستان کے ساتھ ہیں ہا وہ الگ بات ہیں آپ کی طرح کے کچھ کتے ہمیشہ بونکتے رہتے 
Noman Ali PTI,"بس اب سب PDM والے کتنا بی شور مچائیں سب کے سب جیل میں ہونگے اب ایک چور اب نہیں بچے گا 

تم چوروں نے پھیلے اس ملک کو کھایا اب اسی ملک کی فوج عدلیہ پے بھونکتے ہو شرم نہیں آتی آپ لوگوں کو سارا دن انڈیا کو خوش کرنے والے بیان دیتے ہو لعنت ہو آپ کی زندگی پر"
ANGRY BIRD,آپ کی پہلی آدھی بات درست ہے، لیکن اگلی بات میں گاما ماجا نہیں بلکہ نواز شریف وہ شخص تھا جس نے فوج کے زبردستی اقتدار اور سیاست میں گھسنے کا فائدہ اٹھایا اور نتیجتاً خود بھی اقتدار پایا، اس لیے آج اس کا انقلابی نعرہ صرف اور صرف ڈرامہ ہے، اور اسے endorse کرنے والے سب رنگبازی ہیں
rana,"تو تو ھمیں بتائے گا کہ فوج کیا ھوتی ھے

 یہ سوال عاصم سلیم باجوہ سے کر جس نے ملک کے ساتھ غداری کی"
Wajid Ali,"اس بیانیے کے یہی معنی لیے جائیں کہ تحریک طالبان فوج کی ذیلی شاخ ہے اور انہیں کے زریعے ملک میں بم دھماکے کرائے جاتے ہیں 
آج وزیر داخلہ نے پی ٹی ایم کے بیانیے کی تصدیق کر دی
یہ جو دہشت گردی ہے
اس کے پیچھے وردی ہے"
Abid Mirza سول سپریمیسی-مسلم لیگ نواز تھنک ٹینک,"Quote Tweet
Geo News Urdu
@geonews_urdu
 · Oct 31
پاک فوج کے خلاف بولنے والوں کو بھارت چلے جانا چاہیے،اعجاز احمد شاہ"
غفارخان خٹک پاک فوج کا سپاہی کپتان کا کھلاڑی,"بازارِ حسن میں لڑکے کی پیدائش پر باقاعدہ سوگ منایا جاتا ہے اور بڑے ہونے پر اُسے نون لیگ میں بھیج دیا جاتا ہے ۔
(سادہ لوح کارکن اس سے مستثنی ہیں)
#ایاز_صادق_کتا_ہے"
Fahim Ur Rahman khan,ن لیگ کےاس گھناؤنےکھیل کونظرانداز کرناپاکستان کی سالمیت کےلئیےانتہائی خطرناک ہےانھوں نےپاک فوج کوجس اندازسےتقسیم کرنےکی کوشش کی ہے اس سےبڑاجُرم کوئی ہوہی نہیں سکتاان کیخلاف فوراًکاروائی کیجائےاورجوآئین اور قانون کیمُطابق سخت ترین سزائیں دی جائیں
Eiman Malik,"Quote Tweet
Haqeeqat TV
@Haqeeqat_TV
 · Oct 31
اگر آپکو پاکستان توڑنا ہے تو آپکو پاکستان کی آرمی کو توڑنا ہوگا فوج گئی تو انکا ملک بھی گیا اور میں ایسا ہوتا نہیں دیکھ رہی.

کریسٹین فئیر"
عمیر کشمیری (سدوزی),"کیونکہ پاکستان نے پہلے داخل کی تھی اپنی فوج اور قبائلی۔
اس لیے پہلے پاکستان نکالے گا بعد میں انڈیا"
Ahmed Waqar Bibi,فوج سے وزارت مانگی تھی 
Crazy pathan,"Quote Tweet
Ghulam Ahmed Bilour
@GhulamABilour
 · Oct 31
آج ایک نان سیلیکٹڈ وزیرِ داخلہ بریگیڈئیر اعجاز شاہ کی جانب سے بلور خاندان، میاں افتخار حسین، اُنکے شہید بیٹے اور عوامی نیشنل پارٹی کے شہداؤں کے بارے جو لغو گفتگو کی گئ ہے وہ کسی طور پر بھی قبول نہیں، ریاست اپنی پوزیشن واضح کرے کہ کیا اے این پی کے شہداؤں کی قاتل ریاست ہے؟"
Naeem ahmad,کتے کا کام ہے بھونکنا کتا بھونک رہا ہے اپنے ہی ملک کے لوگوں پر حرامی دی اولاد ایسی ہی ہوتی فوج والے اچھا کرے تیرے جیسے سارے کتے پکڑ کر سرحد میں کھڑا کر دے
Mughal Is Back,"پاک فوج 
زندہ باد"
Amjad khan,فوج زندہ باد
ملک اورمعیشت تباہ کرنیوالوں کو گھسیٹ کر لٹکادو,"Quote Tweet
Aimal Wali
@AimalWali
 · Oct 31
پی ٹی آئی اور ٹی ٹی پی کا موازنہ کیسے؟ کیا دونوں کے مخالفین کو ایک ہی سزا ملے گی۔ ہم تو سمجھ رہے تھے کہ اے این پی کو دہشتگردوں نے نشانہ بنایا لیکن وزیرِداخلہ کے بیان سے لگ رہا ہے کہ ریاستی ادارے ہمیں نشانہ بنا رہے تھے۔اگر ایسا نہیں تو ریاستی ادارے اس بیان کی وضاحت کریں۔ twitter.com/raja__786/stat…"
ابوبکر جٹ,"1:05
439 views
From 
دل کے بادشاہ(PMLN)
غدار"
shaban Ali,اور یہی حقیقت ہے فوج کا نام تو تقریر میں ہے بھی نہیں جناب
Muhammad Sarmad Ahsan,"Quote Tweet
Dr Humma Saif
@HummaSaif
 · Oct 31
""اسامہ بن لادن کی موت پاک فوج کیلئے دھچکا تھی، فوجی اکیڈمی سے اتنا قریب 45 منٹ تک اُڑتے رہے، دھماکے فائرنگ ہوئ، لیکن فوج کہاں تھی؟؟

""سوات آپریشن صرف پیسے بٹورنے کیلئے کیا گیا"" عمران خان کی کتاب سے

میں نے کتاب نہی پڑھی: وفاقی وزیر غلام سرور"
Anwar Shah PTM,"Quote Tweet
Mian Iftikhar Husain
@MianIftikharHus
 · Oct 31
ریاست وضاحت کرےاعجاز شاہ سچ بول رہاہے یا جھوٹ ؟
وہ دھمکی آمیز انداز میں بتا رہے ہیں کہ جب ANP نے طالبان کی مخالفت کی تو بلور فیملی کو ، (میاں افتخار ) یعنی میرے بیٹے کو مار دیا۔ یہ ری ایکشن تھا۔
دل خون کے آنسو رو رہا ہے۔"
SFUA,"فاطمہ جناح کا کوئی حق نہیں تھا کہ پاکستان کے پہلے پرائم منسٹر لیاقت علی خان کے اوپر الزام لگائیں. قائداعظم کی وفات کے بعد ان کے آپس میں تعلقات کشیدہ رہے.
 میری یہ بات سمجھ میں نہیں آرہی اس میں لوگ فوج کو کیوں لے آتے ہیں. افواج اگر لیاقت علی خان اور عمران خان کا ساتھ دے تو مشکل"
Rabia Gilani,سر ہم جانتے ہیں اسی لیے تو پاکستانی قوم کا پاک فوج سے تعلق توڑنا مشکل ہی نہیں ناممکن ہے۔سر قومیں تو سبھی قربانی دیتی ہیں چاہیے افغانستان ہو یا شام ،لیبیا یا یمن مگر جیتے صرف ہم ہیں وہ بھی اس عظیم فوج کی قربانیوں اور بہادری کی وجہ سے۔
Junaid Akhtar,بھائی جی فوج نہیں جنرل ہیں کچھ جنرل ہیں جو پاکستان کو عراق شام اور لیبیا بنانا چاہتے ہیں اور چند سیاستدان بھی ہیں
Mumtaz Ahmad Awan,1947 سے لیکر آجتک سیاستدانوں نے کچھ نہین سیکھا.اگر کچھ سیکھا ھے تو بددیانتی بے ایمانی خیانت چوری فراڈ غریب عوام کو لوٹنا کرپشن میں آسانی کیلئے آئین میں ترمیمیں.نا اہلی چھپانے کیلئے قرضوں کی بھرمار. جعلی اکونٹ کوئی کام بغیر رشوت ناممکن.ان تمام جرائم کی معافی کیلئے این ار او فوج سے
Abdulrehman,"Quote Tweet
Dr Humma Saif
@HummaSaif
 · Oct 31
کارگل ، مشرف صاحب کا ایک اور معرکہ 
نواز شرئف کو منتین کر کے پرویز مشرف نے امریکہ بھجوایا کہ ہمیں بچائیں
محمود صاحب کی ٹانگیں کانپ رہی تھین کہ جہاز کریش ہو جائے گا
ہم نے کہا ہو جانے دو 
you don’t deserve to live 
جنرل خواجہ ضیاالدین"
Subhan Aziz Khilji,فوج کے اپنے کاروباری ادارے ہيں جو وہ چلا رہی ہے جس کے آمدن کا کوئی حساب نہيں۔جو فوج کاروبار اور سياست ميں دلچسپی ليں بجاۓ فوجی معاملات کے تو ان کا انجام بنگلہ ديش کی شکل ميں ہی نکلتا ہے
Adnan Malik,"ھاں نواز شریف کا ساتھ دینا کسی ایسے غیرے کا کام نہیں اس کے لیے باقاعدہ بےحسی بےغیرتی بے ضمیری اور ملک دشمنی کا کورس کیا ھونا ضروری ھے۔۔۔۔
   پر یاد رکھو اب ھم اپنے ملک کا دفاع کریں گے ان چوروں ان بے ضمیروں ان ملک دشمنوں سے آو آزما لو 
پاک فوج زندہ آباد پاکستان زندہ آباد"
Hayat Wazir,"وفاقی وزیر داخلہ اعجاز شاہ نے قبول کر لیا ہے
 بلور خاندان اور میاں افتخار حسین کے اکلوتے بیٹےسمیتANPلیڈرز ورکرز کو پاکستانی فوج نے شہید کردیا ہے .
@MianIftikharHus
 @SamarHBilour"
Muhammad Sarmad Ahsan,کہاں اسلاف کی ایوبی فوج اور کہاں آج کے دین فروش۔۔۔
Asif Qureshi,"Quote Tweet
pakistani
@pakistani504
 · Oct 31
ایاز میر صادق جیسی مودی کی گندی اولادوں کے نام!"
Pakeeza Afreen,اگر یہ سلیکٹڈ کھوتا مسلط کیا جاسکتا ہے جس نے 21 مرتبہ پاک فوج پر حملہ کیا تو حب الوطن اور عوامی لیڈر کیوں نہیں وزیراعظم بن سکتے 
Fahim Ur Rahman khan,ن لیگ نے ایک دفعہ پھر اپنی گندی ذہنیت کا مُظاہرہ کیا ہے یہ انکا ناقابل مُعافی گُناہ ہے انکی ساری سیاست کا محور پاکستان کی افواج کے خلاف ہے یہ بیغیرت فوج کو تقسیم کرنا چاھتے ہیں آپ سوچیں تو ذرا یہ کس قدر گھناؤنا کھیل کھیلنا چاھتے ہیں یہ ہی تو ہمارے بد ترین دُشمنوں کا ایجنڈا ہے
Najam Ul Huda,لو جی اب ایسے فوج کے ٹاوٹ بھی اخلاقیات پر بھاشن دیں گے۔
Hayat Wazir,"Quote Tweet
محب وطن پاکستانی
@hanif2355
 · Oct 31
بوکھلائے ہوئے ہیں یہ سب 
افسوس افسوس افسوس twitter.com/MianIftikharHu…"
Khizar بلوچ,یہ جو پاک فوج سے بغض ہے اس کے پیچھے انڈیا کا پیسہ ہے
Hayat Wazir,"Quote Tweet
Awami National Party
@ANPMarkaz
 · Oct 31
اے این پی کے صوبائی صدر ایمل ولی خان کا تین روزہ دورہ بونیر۔ صوبائی صدر کا شلبانڈئی میں سابق ضلعی نائب ناظم یوسف علی خان کی رہائشگاہ پہنچنے پر شاندار استقبال کیا گیا۔
#AimalWaliInBuner | #ANPBuner"
ظھور احمد یوسفزئی,اس بیان کا اصل معنی تحریک طالبان پاکستان اور پاکستان فوج کے درمیان جو جنگ لڑی گٸی تھی اس کو ایک نٸی منصوبہ بندی کے تحت اس گرم ماحول میں زیرے بحث لایا جاٸیگا اس جنگ کی پوری کی  پوری سٹوری کو ہر کوٸی اپنے انداز میں بیان کریگا فوج کو مزید بدنام کیا جاٸگا
A_Q_Khan,بہت اچھا فیصلہ کیا ہے۔یہ بے غیرت غدار ٹولہ سیاست میں صرف اپنے زاتی مفادات کے لیے ہے۔۔اور زاتی مفادات کی خاطر فوج کیا یہ پاکستان کو بھی بیچ سکتے انکا روز اول سے یہی منشور ہے۔۔
HafeezPTI,"پاکستانی فوج اور ایئر فورس کی بہادری بتائی کہ انڈیا کے اندر گھس کے مارا۔
فوج کی کمزوری نہیں بہادری ہے۔ 
اگر آئندہ بھی کوئی حرکت کی تو انڈیا کو گھر کے اندر جا کر ماریں گے۔ ان شاء اللہ۔"
Muhammad Nadeem Khan,"اصّل میں نواز لیگ نے آرمی کو اپنے بہنوئی صفدر سمجھا ہے۔
ایسے مار پڑ ی گی زندگی بھر یاد رکو گے  
پاک فوج زندہ باد"
Ahmed Ghumman,"او کسی سستی گشتی کی اولاد
اسامہ بن لادن سے ڈالر لیے نوازے لوہار نے الیکشن لڑنے کے لیے 
اور جس فوج کی گود میں نوازا لوہار پیدا ہو آج وہ بری ہو گی
آرمی چیف تم خود لگاٶ لیکن جب وہ تمہاری چوری کو سپورٹ نہ کرے 
تو برا
اور اگر امید ہو ڈیل ملنے کی تو ایکسٹینشن کا ووٹ بھی دیتے ہو"
Nation's League Pakistan,"Quote Tweet
Anwar Lodhi
@AnwarLodhi
 · Oct 31
کیا ""بھیانک انکشافات"" کی دھمکیاں کھلی بلیک میلنگ نہیں ہے؟"
ARY Videos,"ARY News Headlines | 11 PM | 31 October 2020
#AyazSadiq #RanaSanaullah #MaulanaFazlUrRehman #SheikhRasheed #ShibliFaraz #PetrolPrice #ARYNewsHeadlines JUI-F leader slams Sadiq over Abhinandan statement,...
youtube.com"
Crazy pathan,"Quote Tweet
Adil Nazir☭
@adilnazir346
 · Oct 31
سماہنی : محکمہ جنگلات سے پرمنٹ لے کر گھریلو استعمال کے لئے چیل کا گرا ہوا درخت کاٹنے پر پاکستانی فوج کی طرف سے  مقامی نوجوان پر تشدد.
پیشہ ور قاتلو تم سپاہی نہیں!"
Muhammad Imran,فوج بہن چود نے ملک کو دیا کیا جے
Zamir Hussain Shah,میر صاحب چلیں مان لیا کہ عمران خان نے غلط کیا تھا اس کا مطلب یہ تو ہر گز نہیں کہ جس دل چاہے وہ فوج کو برا بھلا کہنا شروع کر دے. خدا کے لئے اس روش کو بدلیں اس طرح ریاست کو ہی نقصان ہوتا ہے اور یہ یاد رکھیں ملک ہے تو ہم ہیں ملک نہیں تو پھر کچھ بھی نہیں
ہماسہیل,بندہ پوچھے مخالفت فوج کی کی مارا طالبان نے کیوں کیا کنکشن فوج کا اور طالبان کا ؟؟
Javey,"تمام کا تمام سکرپٹ وہی ہے کردار بدلے ہیں
آپ کو پتہ ہے ہمارے افواج ڈرامے فلمیں اور گانے بھی ریلیز کرتی ہے
اس لئے دنیا کی واحد فوج ہے
عام فوجی میجر تک ریٹائرمنٹ کے بعد مشکل سے گزارہ مگر اوپر دیکھیں جزیرے خریدتے ہیں 
دنیا کی واحد فوج پراپرٹی ڈیلر"
اوکاڑہ کا پنگے باز پٹواری,"Quote Tweet
Zartaj Gul Wazir
@zartajgulwazir
 · Oct 31
اب اس میں کوئی شک نہیں رہ گیا کہ آل شریف کی سیاست زاتی مفاد کے گرد گھومتی ہے، اور یہ اپنی بد عنوانی کے بچاو کی خاطر وطن کی ساکھ، سالمیت پر کاری وار لگانے سے بھی گریز نییں کرتے۔

نون لیگ سے وابستہ محب وطن پاکستانی اب اس خاندان سے کنارہ کشی اختیار کر رہے ہیں۔ "
Atif jarral@attie12300,ابھینندن کو فوج نے ڈر کے چھوڑ دیا جبکہ حکومت نے کلبھوشن کو میری چھوٹی بہن کا رشتہ دینے کیلئے پاکستان میں رکھا ہوا ہے  ایاز صادق
Saleem Dharala,"سیاست سے زیادہ ملک عزیز ھونا چاہیے یہ ھمارے ایمان کا حصہ بھی ہے سیاست چمکانے کی خاطر ایسے بیانات سے گریز کرنا چاہیے  جو ملکی سالمیت کےلیے خطرہ ہوں آپس میں جتنے مرضی ڈرامے کرو جب بات وطن کی آے تو اپنے مفاد سے بالا تر ہو کر ملک کی بات کرو تاکہ ملک کا دشمن اوقات میں رہے 
#فوج"
Twilight,"کبھی کسی پبلک جگہ پر فوج کو گالی دے کر دیکھو

عام آدمی تمہیں یا تو پاگل سمجھے گا یا پھر لوگ اتنی درگت بنائیں گے کہ واپسی مشکل ہو جاۓ گی

ایک مرتبہ کوشش کر کے دیکھ لو 
ہمیں اطلا ع ضرور کرنا"
Malik Ehsan,"بھائی ایک بات بتائیں واقعی آپ ایم بی بی ایس ھو؟
ویسےمیرا آپکو سلیوٹ ھے.
آپ کےساتھ بات کرنا فضول لگ رہا ھے،آپکو صرف اس خاندان کی باتیں ٹھیک لگ رہی ھیں جو پچھلے دو سالوں سےہر طرح سے فوج کو بیچ میں لانے کی منت سماجت کرتے رہے جب صاف جواب ملا تو اسی فوج کے خلاف ھو گئے؟ 
 معاف کرو"
SidJoiya,اگر فوج کی ٹانگیں کانپتیں ہوتیں تو نو ماہ کا پروجیکٹ چار ماہ میں حاصل نہ ہوتا ..
AbdulHameed AbdulHameed,"او کسے پڑوسی دیا یدیا
اے فوج اپنے فوجی مرواتی کیوں ہے 
طالبان بناتی ہے مارتی ہے 
ڈالر کے لیے 
اسامہ کو پناہ دیتی ہے 
پھر مارتی ہے 
ڈالر کے لیے
مہاجر موومنٹ بناتی یے ppp کے خلاف 
پھر بھتہ خور دہشتگرد قرار دے کر رینجر ( قبضہ گروپ )کے لیے جواز پیدا کرتی ہے 
پالیمنٹ قبضہ ووٹ چوری اور"
Imran,"Quote Tweet
Dr Humma Saif
@HummaSaif
 · Oct 31
جو فوج کے خلاف بات کرتا ہے اسے باڈر کراس کر جانا چاہیے، : وزیر داخلہ اعجاز شاہ"
